,rotulo,referencia,coeficiente,erro_padrao,p_valor,efeito_percentual_aprox
Intercept,Constante,,6.716061092348102,0.07447029202229381,0.0,82455.92969591224
C(escolaridade)[T.2],Escolaridade: Fundamental incompleto ou equivalente,Referência: Sem instrução ou fundamental incompleto,0.1419495313504699,0.03669710280189358,0.00010966869569406954,15.251848101790388
C(escolaridade)[T.3],Escolaridade: Fundamental completo ou equivalente,Referência: Sem instrução ou fundamental incompleto,0.28631914172702044,0.039146726751773914,2.5930601725804426e-13,33.15173301913394
C(escolaridade)[T.4],Escolaridade: Médio incompleto ou equivalente,Referência: Sem instrução ou fundamental incompleto,0.2433216269501996,0.04172394103608306,5.486455126010312e-09,27.54787865074333
C(escolaridade)[T.5],Escolaridade: Médio completo ou equivalente,Referência: Sem instrução ou fundamental incompleto,0.34068951649123763,0.03857140055477859,1.021810091188694e-18,40.591665915260464
C(escolaridade)[T.6],Escolaridade: Superior incompleto ou equivalente,Referência: Sem instrução ou fundamental incompleto,0.4152749761093308,0.0410795603110988,5.037473855981127e-24,51.478721372385095
C(escolaridade)[T.7],Escolaridade: Superior completo,Referência: Sem instrução ou fundamental incompleto,0.6903036410031734,0.04765620992294368,1.505643955193592e-47,99.43209989450934
C(ocupacao_grupo)[T.10],"Ocupação: Membros das forças armadas, policiais e bombeiros militares",Referência: Dirigentes e gerentes,-0.27261097816645097,0.05114664500695773,9.821953081665217e-08,-23.86110730607274
C(ocupacao_grupo)[T.11],Ocupação: Ocupações mal definidas,Referência: Dirigentes e gerentes,-0.9175805676472054,0.08350943983468614,4.377178438023824e-28,-60.05156017169677
C(ocupacao_grupo)[T.2],Ocupação: Profissionais das ciências e intelectuais,Referência: Dirigentes e gerentes,-0.027696125776638228,0.03506047129006949,0.4295551955431225,-2.7316104539488517
C(ocupacao_grupo)[T.3],Ocupação: Técnicos e profissionais de nível médio,Referência: Dirigentes e gerentes,-0.32308315497841006,0.0337822623772684,1.1362908555727866e-21,-27.608634515933428
C(ocupacao_grupo)[T.4],Ocupação: Trabalhadores de apoio administrativo,Referência: Dirigentes e gerentes,-0.5700405326829499,0.03230963746140248,1.1507954066358543e-69,-43.44974830992256
C(ocupacao_grupo)[T.5],Ocupação: Trabalhadores dos serviços e vendedores,Referência: Dirigentes e gerentes,-0.5563182454510253,0.029621448391030127,1.0817590625040487e-78,-42.66840083664718
C(ocupacao_grupo)[T.6],"Ocupação: Trabalhadores agropecuários, florestais, da caça e pesca",Referência: Dirigentes e gerentes,-0.7993129837658307,0.055663048791772037,9.242811199976897e-47,-55.03622335259772
C(ocupacao_grupo)[T.7],"Ocupação: Trabalhadores qualificados da indústria, construção e artes",Referência: Dirigentes e gerentes,-0.616211370560083,0.033265855299323806,1.3263163607106908e-76,-46.001362464170036
C(ocupacao_grupo)[T.8],"Ocupação: Operadores de instalações, máquinas e montadores",Referência: Dirigentes e gerentes,-0.5655610836019794,0.03922983485690136,4.0686207081477427e-47,-43.19586613534584
C(ocupacao_grupo)[T.9],Ocupação: Ocupações elementares,Referência: Dirigentes e gerentes,-0.8204111325685779,0.031147579659674882,6.77372178276987e-153,-55.974938407342265
C(atividade_grupo)[T.10],Atividade: Outros serviços,Referência: Agropecuária,-0.059077225191553485,0.045854190737156963,0.19761673015904824,-5.736602874277508
C(atividade_grupo)[T.11],Atividade: Serviços domésticos,Referência: Agropecuária,-0.052066236975713144,0.041429058213996665,0.20884183280134372,-5.073401174774039
C(atividade_grupo)[T.12],Atividade: Atividades mal definidas,Referência: Agropecuária,0.1914909224576495,0.07339568353352438,0.009080151505669057,21.105383969757764
C(atividade_grupo)[T.2],Atividade: Indústria geral,Referência: Agropecuária,0.03880574461403694,0.04127984920410977,0.3471841810150573,3.9568522250223337
C(atividade_grupo)[T.3],Atividade: Construção,Referência: Agropecuária,0.03277202185029417,0.037487398452251235,0.3820015300455606,3.3314939158597623
